left_elbow,left_armpit,left_waist,left_knee,right_elbow,right_armpit,right_waist,right_knee,pose
161.2224623,75.44059857,152.3628947,171.6192055,172.4493833,78.90203037,145.0791648,163.1860323,plank
74.43506841,63.65785953,177.9493372,174.6202049,68.47593628,62.31056578,178.7576178,176.2888052,plank
169.4388036,65.01126772,166.6746932,163.9786453,164.0744758,60.90348301,172.6989778,169.8651518,plank
169.6097012,62.04508522,165.2075466,178.4022587,165.2816595,60.86354679,165.6989432,178.5168342,plank
176.6974812,71.55455388,168.5557968,167.5900524,174.9219833,66.63197542,171.1379953,171.6629071,plank
163.5100383,68.49868369,167.3705651,176.1685121,165.3844205,71.68641034,164.492051,178.2793923,plank
178.6058713,83.84792335,158.0960517,175.2584077,177.4807574,82.43923113,156.3620043,172.5407538,plank
104.6618575,105.2631869,161.9264404,176.5687734,99.99783001,101.9898187,162.1051235,175.3163617,plank
88.87748574,83.23394851,167.363759,177.4290114,84.34064068,89.38568307,165.1812561,173.09342,plank
144.6057733,72.37610164,164.8366126,174.8871402,171.6811169,60.04217593,173.1812861,173.4603417,plank
173.5690932,69.02450204,170.2547219,169.0840973,169.2574353,63.13129427,173.5885756,169.9124527,plank
173.8108262,70.87558214,172.1050853,175.651195,165.2746064,64.60012362,173.7099098,176.7536695,plank
168.954642,69.65231728,167.8686833,174.2981726,166.5613976,70.14098383,167.5811561,174.802356,plank
91.89428194,94.84913266,149.3493589,168.2537595,83.18009307,90.82717764,149.4347769,169.4172548,plank
167.9934281,82.17910483,154.4454814,165.7062595,159.6403051,75.32200287,157.8300523,169.5809267,plank
162.6007186,68.25071354,158.3589651,171.3949868,166.5168449,68.86638632,156.5777235,167.9398984,plank
166.8946201,68.17502117,177.7531868,179.1535502,163.3787662,67.29806129,171.4806546,176.0659603,plank
174.603302,67.05664306,170.8717043,173.7090982,171.8996569,62.91239408,170.8862624,169.3270529,plank
177.5431139,74.37015697,164.8948653,174.8852431,179.161321,78.64541986,162.7129218,175.5709092,plank
167.1200055,63.05001134,168.9003523,169.4755958,162.0557634,62.59396081,168.6376838,169.6758479,plank
169.4627395,65.32677483,173.1786294,172.8532708,159.5767875,64.54324651,166.2844038,163.5727749,plank
85.01853457,78.99820774,178.0262878,176.6638356,89.31017467,80.21237269,178.5378973,178.1507925,plank
169.9562123,73.61275234,166.8941338,175.9664771,167.9612616,72.71637186,167.406206,176.4471247,plank
148.6023102,57.2979917,165.6294677,158.5483606,166.6555329,63.4615672,172.3044838,165.1574734,plank
162.2135835,78.13878079,158.7856722,168.5124445,169.2518139,79.10567308,160.8591971,174.3333649,plank
